inventory_id,product_id,warehouse,opening_stock,closing_stock,restock_quantity,inventory_date,event_type,event_description
INV000302,P011,Mumbai_WH,1683,1370,6818,2021-09-01,None,None
INV000303,P011,Bengaluru_WH,2822,4717,3885,2021-09-01,None,None
INV000304,P011,Kolkata_WH,1047,3978,3915,2021-09-01,None,None
INV000305,P011,Hyderabad_WH,3517,402,807,2021-09-01,None,None
INV000306,P012,Delhi_WH,1786,6651,6218,2021-09-01,None,None
INV000307,P012,Mumbai_WH,938,1934,9019,2021-09-01,None,None
INV000308,P012,Bengaluru_WH,580,1847,3384,2021-09-01,None,None
INV000309,P012,Kolkata_WH,2878,3824,4963,2021-09-01,None,None
INV000310,P012,Hyderabad_WH,773,3444,4305,2021-09-01,None,None
INV000311,P013,Delhi_WH,4895,3595,6916,2021-09-01,None,None
INV000312,P013,Mumbai_WH,848,579,8218,2021-09-01,None,None
INV000313,P013,Bengaluru_WH,4397,10850,6694,2021-09-01,None,None
INV000314,P013,Kolkata_WH,1827,426,2360,2021-09-01,None,None
INV000315,P013,Hyderabad_WH,1396,7246,7587,2021-09-01,None,None
INV000316,P014,Delhi_WH,4355,5018,8728,2021-09-01,None,None
INV000317,P014,Mumbai_WH,2494,7475,7614,2021-09-01,None,None
INV000318,P014,Bengaluru_WH,4835,7391,9992,2021-09-01,None,None
INV000319,P014,Kolkata_WH,2797,5825,4912,2021-09-01,None,None
INV000320,P014,Hyderabad_WH,2812,5526,4034,2021-09-01,None,None
INV000321,P015,Delhi_WH,1811,4324,9821,2021-09-01,None,None
INV000322,P015,Mumbai_WH,507,7294,9922,2021-09-01,None,None
INV000323,P015,Bengaluru_WH,1170,4616,8220,2021-09-01,None,None
INV000324,P015,Kolkata_WH,3705,62,1795,2021-09-01,None,None
INV000325,P015,Hyderabad_WH,2752,2690,605,2021-09-01,None,None
INV000326,P001,Delhi_WH,4601,4289,3814,2021-10-01,None,None
INV000327,P001,Mumbai_WH,1063,5446,7468,2021-10-01,None,None
INV000328,P001,Bengaluru_WH,1582,6180,5418,2021-10-01,None,None
INV000329,P001,Kolkata_WH,256,2110,5700,2021-10-01,None,None
INV000330,P001,Hyderabad_WH,2842,2887,4166,2021-10-01,None,None
INV000331,P002,Delhi_WH,3356,5851,3038,2021-10-01,None,None
INV000332,P002,Mumbai_WH,2296,283,712,2021-10-01,None,None
INV000333,P002,Bengaluru_WH,3201,3937,8015,2021-10-01,None,None
INV000334,P002,Kolkata_WH,991,372,1405,2021-10-01,None,None
INV000335,P002,Hyderabad_WH,2164,9388,9442,2021-10-01,None,None
INV000336,P004,Delhi_WH,3042,1857,2632,2021-10-01,None,None
INV000337,P004,Mumbai_WH,3156,2785,2289,2021-10-01,None,None
INV000338,P004,Bengaluru_WH,3669,181,3121,2021-10-01,None,None
INV000339,P004,Kolkata_WH,2550,3275,3071,2021-10-01,None,None
INV000340,P004,Hyderabad_WH,1556,1483,2703,2021-10-01,None,None
INV000341,P005,Delhi_WH,1870,709,6020,2021-10-01,None,None
INV000342,P005,Mumbai_WH,1326,994,8172,2021-10-01,None,None
INV000343,P005,Bengaluru_WH,1060,1550,9905,2021-10-01,None,None
INV000344,P005,Kolkata_WH,2517,352,7573,2021-10-01,None,None
INV000345,P005,Hyderabad_WH,241,1148,1006,2021-10-01,None,None
INV000346,P007,Delhi_WH,343,9348,9041,2021-10-01,None,None
INV000347,P007,Mumbai_WH,2736,5418,4344,2021-10-01,None,None
INV000348,P007,Bengaluru_WH,2962,4564,7630,2021-10-01,None,None
INV000349,P007,Kolkata_WH,2952,6035,5462,2021-10-01,None,None
INV000350,P007,Hyderabad_WH,1817,8561,7523,2021-10-01,None,None
INV000351,P009,Delhi_WH,4549,737,1390,2021-10-01,None,None
INV000352,P009,Mumbai_WH,4936,1178,3145,2021-10-01,None,None
INV000353,P009,Bengaluru_WH,3692,2379,5395,2021-10-01,None,None
INV000354,P009,Kolkata_WH,3377,9009,6637,2021-10-01,None,None
INV000355,P009,Hyderabad_WH,1868,1333,7049,2021-10-01,None,None
INV000356,P010,Delhi_WH,2948,1241,6160,2021-10-01,None,None
INV000357,P010,Mumbai_WH,2650,6314,9501,2021-10-01,None,None
INV000358,P010,Bengaluru_WH,1386,2928,5167,2021-10-01,None,None
INV000359,P010,Kolkata_WH,445,1470,1504,2021-10-01,None,None
INV000360,P010,Hyderabad_WH,599,921,4440,2021-10-01,None,None
INV000361,P011,Delhi_WH,3506,3689,6480,2021-10-01,None,None
INV000362,P011,Mumbai_WH,2029,302,1261,2021-10-01,None,None
INV000363,P011,Bengaluru_WH,991,2849,5886,2021-10-01,None,None
INV000364,P011,Kolkata_WH,443,4502,4858,2021-10-01,None,None
INV000365,P011,Hyderabad_WH,3798,10704,8380,2021-10-01,None,None
INV000366,P012,Delhi_WH,190,3849,5579,2021-10-01,None,None
INV000367,P012,Mumbai_WH,385,2446,7337,2021-10-01,None,None
INV000368,P012,Bengaluru_WH,128,820,6525,2021-10-01,None,None
INV000369,P012,Kolkata_WH,2779,7689,6779,2021-10-01,None,None
INV000370,P012,Hyderabad_WH,4839,9035,5495,2021-10-01,None,None
INV000371,P013,Delhi_WH,2887,4713,5982,2021-10-01,None,None
INV000372,P013,Mumbai_WH,4419,11,5946,2021-10-01,None,None
INV000373,P013,Bengaluru_WH,618,6897,7265,2021-10-01,None,None
INV000374,P013,Kolkata_WH,2406,1134,8733,2021-10-01,None,None
INV000375,P013,Hyderabad_WH,2256,402,1977,2021-10-01,None,None
INV000376,P014,Delhi_WH,4136,3395,6179,2021-10-01,None,None
INV000377,P014,Mumbai_WH,618,2075,3305,2021-10-01,None,None
